id,label
30000,0.3886215538847118
30001,0.39719298245614043
30002,0.12
30003,0.13
30004,0.3886215538847118
30005,0.14
30006,0.15
30007,0.18
30008,0.2725
30009,0.12
30010,0.17
30011,0.14
30012,0.14
30013,0.13
30014,0.3886215538847118
30015,0.3133333333333333
30016,0.36
30017,0.21
30018,0.21
30019,0.26
30020,0.13
30021,0.3986215538847118
30022,0.3011111111111111
30023,0.23
30024,0.23
30025,0.0825
30026,0.5375
30027,0.4563414634146341
30028,0.25
30029,0.25
30030,0.16
30031,0.15
30032,0.171
30033,0.28
30034,0.18
30035,0.08
30036,0.3814285714285714
30037,0.28
30038,0.31
30039,0.21
30040,0.17
30041,0.14
30042,0.14
30043,0.30183333333333334
30044,0.21
30045,0.3011111111111111
30046,0.22
30047,0.17
30048,0.22166666666666665
30049,0.16
30050,0.35142857142857137
30051,0.5375
30052,0.16
30053,0.23
30054,0.29
30055,0.11
30056,0.27
30057,0.22
30058,0.2
30059,0.5375
30060,0.17
30061,0.33111111111111113
30062,0.21
30063,0.22696233292831106
30064,0.21
30065,0.12
30066,0.1
30067,0.5375
30068,0.25
30069,0.09
30070,0.4918846960167715
30071,0.14
30072,0.5375
30073,0.19125
30074,0.5375
30075,0.3107142857142857
30076,0.17
30077,0.21
30078,0.13
30079,0.5375
30080,0.14
30081,0.12
30082,0.19
30083,0.1405
30084,0.4639583333333333
30085,0.29
30086,0.24
30087,0.27
30088,0.2
30089,0.3886215538847118
30090,0.35142857142857137
30091,0.39719298245614043
30092,0.22
30093,0.25
30094,0.21125
30095,0.24
30096,0.5375
30097,0.09
30098,0.13
30099,0.23
30100,0.39
30101,0.5375
30102,0.5375
30103,0.17
30104,0.3325
30105,0.13
30106,0.18
30107,0.17
30108,0.20084917050485177
30109,0.5375
30110,0.39
30111,0.19821782178217823
30112,0.5375
30113,0.22
30114,0.24
30115,0.23
30116,0.3886215538847118
30117,0.16
30118,0.21
30119,0.14
30120,0.24
30121,0.2309166666666667
30122,0.31
30123,0.13
30124,0.22
30125,0.17
30126,0.3886215538847118
30127,0.19083333333333335
30128,0.27
30129,0.26476923076923076
30130,0.26
30131,0.4408010267303948
30132,0.2
30133,0.3886215538847118
30134,0.18
30135,0.12
30136,0.22
30137,0.17
30138,0.12
30139,0.2
30140,0.15
30141,0.5375
30142,0.2725
30143,0.17
30144,0.15
30145,0.3886215538847118
30146,0.14
30147,0.17
30148,0.2
30149,0.25
30150,0.23142857142857143
30151,0.12285714285714286
30152,0.1718181818181818
30153,0.16
30154,0.15
30155,0.24
30156,0.2445
30157,0.18
30158,0.16
30159,0.14
30160,0.31585365853658537
30161,0.42
30162,0.5375
30163,0.17
30164,0.5375
30165,0.23
30166,0.13
30167,0.17142857142857143
30168,0.24
30169,0.15
30170,0.3022222222222222
30171,0.4918846960167715
30172,0.21
30173,0.13
30174,0.17
30175,0.19
30176,0.22
30177,0.25
30178,0.11
30179,0.5375
30180,0.4918846960167715
30181,0.3886215538847118
30182,0.21
30183,0.39
30184,0.14
30185,0.25
30186,0.24
30187,0.12
30188,0.41
30189,0.18
30190,0.16
30191,0.18
30192,0.08
30193,0.15
30194,0.5375
30195,0.41
30196,0.2445
30197,0.4903443526170799
30198,0.18
30199,0.24
30200,0.5375
30201,0.31
30202,0.5375
30203,0.16
30204,0.21
30205,0.17
30206,0.3771929824561404
30207,0.19
30208,0.18
30209,0.32
30210,0.11
30211,0.5375
30212,0.2
30213,0.5375
30214,0.11
30215,0.21
30216,0.27
30217,0.5375
30218,0.25
30219,0.15
30220,0.22
30221,0.11
30222,0.19
30223,0.33111111111111113
30224,0.21
30225,0.28
30226,0.5375
30227,0.07
30228,0.12
30229,0.13
30230,0.26
30231,0.33111111111111113
30232,0.5375
30233,0.19
30234,0.16
30235,0.13
30236,0.5375
30237,0.3771929824561404
30238,0.25
30239,0.17
30240,0.11
30241,0.19
30242,0.12
30243,0.1
30244,0.39
30245,0.5375
30246,0.12
30247,0.33111111111111113
30248,0.3022222222222222
30249,0.3
30250,0.11666666666666665
30251,0.5375
30252,0.16
30253,0.26333333333333336
30254,0.3886215538847118
30255,0.25666666666666665
30256,0.24
30257,0.19
30258,0.38
30259,0.1225
30260,0.39
30261,0.3322222222222222
30262,0.16
30263,0.22
30264,0.22333333333333333
30265,0.3
30266,0.18
30267,0.39
30268,0.23
30269,0.36
30270,0.15
30271,0.3322222222222222
30272,0.2
30273,0.06
30274,0.19
30275,0.4861666666666667
30276,0.5375
30277,0.33
30278,0.16
30279,0.39
30280,0.27058823529411763
30281,0.19
30282,0.18090909090909094
30283,0.12
30284,0.25666666666666665
30285,0.31
30286,0.21
30287,0.06
30288,0.2
30289,0.12
