id,label
30000,0.49365663610092214
30001,0.47798081839535456
30002,0.2789581980913622
30003,0.2526554672650222
30004,0.49365663610092214
30005,0.25293451155397007
30006,0.28295822899506723
30007,0.303522727355809
30008,0.40367569549522336
30009,0.16982356599740706
30010,0.12852777777777777
30011,0.2141063339017885
30012,0.2743800372468894
30013,0.11823412698412696
30014,0.49365663610092214
30015,0.4151847032848816
30016,0.4540258839741206
30017,0.1894913905023499
30018,0.28114041882565405
30019,0.30953783885297914
30020,0.12231216931216934
30021,0.4824269197310411
30022,0.45148427775053135
30023,0.21005199186400744
30024,0.20415104631115866
30025,0.2825531987836884
30026,0.6324562062260489
30027,0.5945277537110182
30028,0.38456652740670644
30029,0.38456652740670644
30030,0.20017148912666605
30031,0.21889407375244413
30032,0.32264023201369924
30033,0.4338815405805216
30034,0.16036909974179198
30035,0.15063391116680588
30036,0.48471715994890313
30037,0.3459768028306689
30038,0.4719934256379967
30039,0.22162508690610583
30040,0.27347547688094764
30041,0.3893297488589894
30042,0.26146384867765327
30043,0.49751294989626055
30044,0.2638239478386028
30045,0.45148427775053135
30046,0.28694000218905513
30047,0.23722821350762538
30048,0.26554794011641664
30049,0.12341071428571428
30050,0.46039392385560224
30051,0.6324562062260489
30052,0.08578174603174603
30053,0.27040599471946714
30054,0.38079114577804374
30055,0.06349470899470899
30056,0.4320003796893973
30057,0.23767144188959363
30058,0.3694159635612785
30059,0.6324562062260489
30060,0.20800021251009937
30061,0.45026248660027346
30062,0.3279500588087685
30063,0.3978806752832985
30064,0.2818512259722092
30065,0.14895486459415802
30066,0.07161243386243382
30067,0.6324562062260489
30068,0.33292253206462763
30069,0.1600302811557184
30070,0.6135457591893043
30071,0.15547661763745493
30072,0.6324562062260489
30073,0.24884404669844803
30074,0.6324562062260489
30075,0.41070468923872994
30076,0.36520332211730205
30077,0.16835205996833114
30078,0.1138717928265667
30079,0.6324562062260489
30080,0.3186832314873296
30081,0.13776057447839782
30082,0.28278252321971764
30083,0.2519181247820894
30084,0.6231094178598328
30085,0.40654280511582475
30086,0.26592507022865886
30087,0.47559029509123557
30088,0.20861593808890425
30089,0.49365663610092214
30090,0.46039392385560224
30091,0.47798081839535456
30092,0.2623593757794604
30093,0.36920725338174365
30094,0.40299459713243924
30095,0.4319662868554791
30096,0.6324562062260489
30097,0.15480544348959302
30098,0.1896954904137937
30099,0.48370856649036575
30100,0.4655340811892039
30101,0.6324562062260489
30102,0.6324562062260489
